LOCATION,TIME,COMPULSORY_PC_GDP,VOLUNTARY_PC_GDP,OOPEXP_PC_GDP,TOT_PC_GDP,COMPULSORY_PC_HEALTHXP,VOLUNTARY_PC_HEALTHXP,OOPEXP_PC_HEALTHXP,COMPULSORY_USD_CAP,VOLUNTARY_USD_CAP,OOPEXP_USD_CAP,TOT_USD_CAP
SVN,2003,5.898,2.201,1.01,8.099,72.828,27.172,12.471,1301.007,485.398,222.78,1786.405
SVN,2004,5.83,2.11,0.965,7.94,73.427,26.573,12.156,1364.129,493.675,225.84,1857.808
SVN,2005,5.876,2.12,1.041,7.996,73.487,26.513,13.019,1396.267,503.745,247.369,1900.012
SVN,2006,5.721,2.103,0.96,7.823,73.122,26.877,12.274,1452.639,533.944,243.824,1986.585
SVN,2007,5.372,2.139,1.024,7.511,71.521,28.479,13.631,1477.649,588.378,281.624,2066.021
SVN,2008,5.777,2.077,0.993,7.855,73.555,26.445,12.64,1689.942,607.593,290.407,2297.536
SVN,2009,6.241,2.3,1.092,8.541,73.071,26.929,12.78,1655.598,610.135,289.558,2265.733
SVN,2010,6.288,2.277,1.083,8.565,73.418,26.582,12.64,1702.885,616.565,293.182,2319.451
SVN,2011,6.268,2.269,1.041,8.536,73.422,26.578,12.197,1744.966,631.671,289.87,2376.637
SVN,2012,6.271,2.444,1.086,8.715,71.956,28.044,12.46,1749.263,681.739,302.902,2431.003
SVN,2013,6.238,2.502,1.089,8.74,71.375,28.625,12.455,1781.01,714.269,310.784,2495.279
SVN,2014,6.046,2.456,1.104,8.502,71.114,28.886,12.983,1777.21,721.897,324.47,2499.108
SVN,2015,6.116,2.401,1.062,8.517,71.806,28.194,12.471,1852.091,727.191,321.656,2579.281
SVN,2016,6.166,2.312,1.016,8.478,72.728,27.272,11.981,1991.461,746.76,328.067,2738.221
SVN,2017,5.909,2.276,1.009,8.185,72.197,27.803,12.322,2045.08,787.568,349.051,2832.649
SVN,2018,6.027,2.249,0.992,8.277,72.822,27.178,11.982,2217.519,827.587,364.851,3045.106
SVN,2019,6.186,2.313,0.991,8.499,72.785,27.215,11.661,2345.05,876.845,375.713,3221.895
SVN,2020,6.902,2.531,1.177,9.433,73.166,26.834,12.474,2541.899,932.248,433.37,3474.147
SWE,2003,6.914,1.403,1.321,8.317,83.13,16.87,15.882,2224.486,451.426,424.983,2675.912
SWE,2004,6.722,1.407,1.324,8.13,82.691,17.309,16.282,2293.027,479.976,451.497,2773.003
SWE,2005,6.708,1.443,1.356,8.151,82.293,17.707,16.636,2313.007,497.698,467.58,2810.705
SWE,2006,6.632,1.421,1.332,8.052,82.357,17.643,16.542,2479.039,531.084,497.925,3010.123
SWE,2007,6.598,1.398,1.306,7.996,82.516,17.484,16.337,2661.823,564.009,526.999,3225.832
SWE,2008,6.772,1.436,1.34,8.208,82.501,17.499,16.326,2817.454,597.582,557.528,3415.036
SWE,2009,7.237,1.534,1.439,8.77,82.514,17.486,16.403,2847.62,603.458,566.09,3451.078
SWE,2010,6.863,1.457,1.363,8.32,82.488,17.512,16.379,2830.302,600.856,561.975,3431.157
SWE,2011,8.8,1.616,1.516,10.416,84.482,15.518,14.555,3767.476,692.041,649.067,4459.517
SWE,2012,9.041,1.694,1.59,10.735,84.217,15.783,14.81,3941.04,738.61,693.051,4679.65
SWE,2013,9.162,1.743,1.628,10.905,84.02,15.98,14.931,3975.813,756.17,706.541,4731.983
SWE,2014,9.199,1.749,1.633,10.948,84.028,15.972,14.919,4088.408,777.108,725.884,4865.516
SWE,2015,9.071,1.733,1.61,10.804,83.961,16.039,14.903,4201.518,802.613,745.756,5004.13
SWE,2016,9.144,1.708,1.573,10.852,84.262,15.738,14.492,4320.616,806.961,743.083,5127.577
SWE,2017,9.136,1.649,1.519,10.785,84.707,15.293,14.087,4421.193,798.218,735.238,5219.411
SWE,2018,9.276,1.665,1.527,10.941,84.785,15.215,13.959,4594.71,824.563,756.467,5419.273
SWE,2019,9.221,1.611,1.485,10.832,85.124,14.876,13.713,4586.261,801.471,738.836,5387.733
SWE,2020,9.767,1.566,1.454,11.333,86.18,13.82,12.832,4941.134,792.4,735.699,5733.534
TUR,2003,3.57,1.444,0.949,5.014,71.207,28.793,18.931,362.96,146.766,96.495,509.726
TUR,2004,3.52,1.389,0.991,4.91,71.703,28.297,20.182,400.523,158.063,112.737,558.587
TUR,2005,3.315,1.578,1.183,4.894,67.746,32.254,24.178,398.434,189.694,142.198,588.128
TUR,2006,3.543,1.603,1.217,5.146,68.852,31.148,23.648,466.928,211.233,160.371,678.161
TUR,2007,3.603,1.635,1.251,5.238,68.783,31.216,23.885,504.43,228.926,175.162,733.361
TUR,2008,3.793,1.425,1.001,5.218,72.694,27.306,19.182,586.677,220.375,154.807,807.052
TUR,2009,4.423,1.072,0.797,5.494,80.498,19.502,14.508,656.116,158.955,118.251,815.071
TUR,2010,3.916,1.105,0.847,5.021,78,22,16.872,658.03,185.604,142.336,843.633
TUR,2011,3.682,0.971,0.74,4.653,79.129,20.871,15.895,702.909,185.4,141.198,888.309
TUR,2012,3.519,0.926,0.708,4.444,79.172,20.828,15.932,708.381,186.36,142.55,894.741
TUR,2013,3.425,0.946,0.74,4.371,78.35,21.65,16.927,742.558,205.182,160.421,947.74
TUR,2014,3.357,0.969,0.767,4.325,77.605,22.395,17.725,781.307,225.465,178.451,1006.772
TUR,2015,3.217,0.9,0.698,4.117,78.134,21.866,16.948,812.677,227.432,176.281,1040.108
TUR,2016,3.361,0.924,0.706,4.285,78.442,21.558,16.466,885.419,243.335,185.862,1128.754
TUR,2017,3.248,0.932,0.727,4.18,77.711,22.289,17.384,913.609,262.046,204.377,1175.655
TUR,2018,3.191,0.933,0.721,4.124,77.382,22.618,17.491,932.692,272.613,210.825,1205.305
TUR,2019,3.391,0.974,0.744,4.366,77.685,22.315,17.048,956.799,274.835,209.964,1231.634
TUR,2020,3.64,0.977,0.759,4.617,78.845,21.155,16.431,1028.703,276.006,214.372,1304.709
USA,2003,6.524,7.982,2.053,14.506,44.974,55.026,14.15,2576.25,3152.016,810.557,5728.266
USA,2004,6.609,7.942,2.033,14.551,45.422,54.578,13.974,2757.775,3313.643,848.396,6071.418
USA,2005,6.63,7.949,2.028,14.579,45.476,54.524,13.913,2925.43,3507.493,894.996,6432.923
USA,2006,6.784,7.925,2.012,14.709,46.119,53.881,13.678,3140.911,3669.515,931.531,6810.427
USA,2007,6.886,8.032,2.028,14.918,46.16,53.84,13.597,3308.849,3859.404,974.654,7168.252
USA,2008,7.197,8.011,2.032,15.207,47.323,52.677,13.359,3495.367,3890.769,986.744,7386.136
USA,2009,7.831,8.37,2.049,16.201,48.337,51.663,12.648,3695.761,3950.12,967.027,7645.881
USA,2010,7.887,8.311,2.003,16.197,48.691,51.309,12.368,3836.86,4043.177,974.596,7880.037
USA,2011,7.875,8.265,1.988,16.14,48.789,51.211,12.32,3942.476,4138.153,995.545,8080.629
USA,2012,7.852,8.268,1.988,16.12,48.712,51.288,12.335,4066.19,4281.301,1029.693,8347.491
USA,2013,7.905,8.087,1.965,15.992,49.432,50.568,12.287,4212.705,4309.456,1047.159,8522.161
USA,2014,13.375,2.824,1.942,16.199,82.566,17.434,11.987,7372.838,1556.783,1070.433,8929.621
USA,2015,13.669,2.821,1.942,16.491,82.891,17.109,11.775,7759.013,1601.483,1102.154,9360.496
USA,2016,13.916,2.886,1.957,16.802,82.823,17.177,11.65,8052.738,1670.124,1132.677,9722.862
USA,2017,13.892,2.876,1.914,16.768,82.85,17.15,11.418,8322.319,1722.715,1146.925,10045.033
USA,2018,13.783,2.847,1.884,16.63,82.883,17.117,11.328,8658.983,1788.311,1183.494,10447.293
USA,2019,13.787,2.879,1.885,16.666,82.725,17.275,11.308,8978.026,1874.813,1227.272,10852.838
USA,2020,15.861,2.896,1.863,18.756,84.562,15.438,9.931,10076.372,1839.574,1183.378,11915.945
ZAF,2003,2.791,4.25,0.868,7.041,39.636,60.364,12.326,,,,
ZAF,2004,2.732,4.207,0.822,6.938,39.369,60.631,11.846,,,,
ZAF,2005,2.745,4.117,0.776,6.862,40.002,59.998,11.313,,,,
ZAF,2006,2.837,4.039,0.728,6.877,41.259,58.741,10.583,,,,
ZAF,2007,2.919,3.986,0.67,6.905,42.272,57.728,9.703,,,,
ZAF,2008,2.998,4.15,0.632,7.148,41.94,58.06,8.843,,,,
ZAF,2009,3.381,4.269,0.62,7.649,44.193,55.807,8.11,,,,
ZAF,2010,3.572,4.222,0.623,7.794,45.833,54.167,7.995,,,,
ZAF,2011,3.692,4.252,0.616,7.944,46.474,53.526,7.751,503.683,580.106,84.003,1083.789
ZAF,2012,3.696,4.308,0.618,8.004,46.18,53.82,7.722,510.515,594.964,85.365,1105.479
ZAF,2013,3.699,4.404,0.617,8.103,45.652,54.348,7.61,524.267,624.133,87.394,1148.4
ZAF,2014,3.64,4.232,0.446,7.871,46.238,53.762,5.664,512.453,595.851,62.774,1108.303
ZAF,2015,3.753,4.3,0.462,8.053,46.607,53.393,5.736,536.733,614.873,66.061,1151.605
ZAF,2016,3.751,4.329,0.467,8.08,46.425,53.575,5.786,540.141,623.341,67.313,1163.482
ZAF,2017,3.745,4.232,0.465,7.977,46.945,53.055,5.835,539.627,609.872,67.069,1149.499
ZAF,2018,3.792,4.285,0.471,8.077,46.948,53.052,5.828,559.76,632.53,69.491,1192.289
ZAF,2019,3.945,4.285,0.471,8.23,47.938,52.062,5.719,585.896,636.306,69.895,1222.202
ZAF,2020,4.344,4.184,0.457,8.528,50.94,49.06,5.358,603.046,580.8,63.425,1183.846
